Materials,01 EN15804+A2 (EF 3.1) Klimawandel - total [kg CO2 Äquiv.],"02 EN15804+A2 (EF 3.1) Klimawandel, fossil [kg CO2 Äquiv.]",03 EN15804+A2 (EF 3.1) Klimawandel - biogen [kg CO2 Äquiv.],"04 EN15804+A2 (EF 3.1) Klimawandel, Landnutzung und Landnutzungsänderung [kg CO2 Äquiv.]",05 EN15804+A2 (EF 3.1) Ozonabbau [kg CFC-11 Äquiv.],06 EN15804+A2 (EF 3.1) Versauerung [Mole of H+ Äquiv.],"07 EN15804+A2 (EF 3.1) Eutrophierung, Frischwasser [kg P Äquiv.]","08 EN15804+A2 (EF 3.1) Eutrophierung, marine Ökosysteme [kg N Äquiv.]","09 EN15804+A2 (EF 3.1) Eutrophierung, terrestrische Ökosysteme [Mol von N-Äquiv.]","10 EN15804+A2 (EF 3.1) Fotochemisches Ozonbildungspotenzial, menschl. Gesundheit [kg NMVOC Äquiv.]","11 EN15804+A2 (EF 3.1) Ressourcenverbrauch, Mineralien und Metalle [kg Sb Äquiv.]","12 EN15804+A2 (EF 3.1) Ressourcenverbrauch, fossil [MJ]",13 EN15804+A2 (EF 3.1) Wassernutzung [m³ Weltäquiv.],01 EN15804+A2 Verbrauch von erneuerbarer Primärenergie (PERE) [MJ],02 EN15804+A2 Primärenergie zur stofflichen Nutzung (PERM) [MJ],03 EN15804+A2 Gesamtverbrauch von erneuerbarer Primärenergie (PERT) [MJ],04 EN15804+A2 Verbrauch von nicht-erneuerbarer Primärenergie (PENRE) [MJ],05 EN15804+A2 Nicht-erneuerbare Primärenergie zur stofflichen Nutzung (PENRM) [MJ],06 EN15804+A2 Gesamtverbrauch von nicht-erneuerbarer Primärenergie (PENRT) [MJ],07 EN15804+A2 Input von Sekundärwerkstoffen (SM) [kg],08 EN15804+A2 Verbrauch ern. Sekundärbrennstoffe (RSF) [MJ],09 EN15804+A2 Verbrauch nicht ern. Sekundärbrennstoffe (NRSF) [MJ],10 EN15804+A2 Frischwasserverbrauch (FW) [m3],01 EN15804+A2 Gefährlicher Abfall zur Beseitigung (HWD) [kg],02 EN15804+A2 Ungefährlicher Abfall zur Beseitigung (NHWD) [kg],03 EN15804+A2 radioaktiver Abfall zur Beseitigung (RWD) [kg],04 EN15804+A2 Komponenten für Wiederverwendung (CRU) [kg],05 EN15804+A2 Stoffe zum Recycling (MFR) [kg],06 EN15804+A2 Stoffe für die Energierückgewinnung (MER) [kg],07 EN15804+A2 Exportierte Energie elektrisch (EEE) [MJ],08 EN15804+A2 Exportierte Energie thermisch (EET) [MJ],01 EN15804+A2 Biogener Kohlenstoffgehalt im Produkt [kg],02 EN15804+A2 Biogener Kohlenstoffgehalt der Verpackung [kg],01 EN15804+A2 (EF 3.1) Feinstaub [Disease incidences],"02 EN15804+A2 (EF 3.1) Ionisierende Strahlung, Gesundheitliche Auswirkungen auf den Menschen [kBq U235 Äquiv.]","03 EN15804+A2 (EF 3.1) Ökotoxizität, Frischwasser [CTUe]","04 EN15804+A2 (EF 3.1) Humantoxizität, kanzerogen [CTUh]","05 EN15804+A2 (EF 3.1) Humantoxizität, nicht kanzerogen [CTUh]",06 EN15804+A2 (EF 3.1) Landnutzung [Pt]
IT: Prozessdampf aus Erdgas 90 % Sphera,0.080455383,0.080325791,0.000127311,2.28E-06,2.04E-15,4.65E-05,4.98E-09,1.80E-05,0.000199943,5.78E-05,8.19E-10,1.27856874,7.56E-05,0.002680327,0,0.002680327,1.278602356,0,1.278602356,0,0,0,4.32E-06,3.16E-10,0.000333749,2.10E-07,0,0,0,0,0,0,0,3.86E-10,2.76E-05,0.01242666,9.57E-12,4.29E-10,0.002384431
IT: Prozessdampf aus Erdgas 95 % Sphera,0.076222915,0.076100137,0.000120617,2.16E-06,1.95E-15,4.40E-05,4.73E-09,1.71E-05,0.000189432,5.47E-05,7.76E-10,1.211295243,7.17E-05,0.002547128,0,0.002547128,1.211327115,0,1.211327115,0,0,0,4.10E-06,3.00E-10,0.000323261,2.00E-07,0,0,0,0,0,0,0,3.66E-10,2.62E-05,0.011778716,9.07E-12,4.06E-10,0.002264874
IT: Prozessdampf aus Leichtöl (HFO) 85 % Sphera,0.106023895,0.105902645,0.000119878,1.37E-06,1.30E-14,0.000101582,2.16E-08,2.51E-05,0.000282809,9.68E-05,5.65E-10,1.412520735,0.000416278,0.008611025,0,0.008611025,1.41780656,0,1.41780656,0,0,0,1.23E-05,7.50E-12,0.000274198,7.71E-07,0,0,0,0,0,0,0,6.53E-10,9.47E-05,0.944151513,2.19E-11,5.92E-10,0.005765457
IT: Prozessdampf aus Leichtöl (HFO) 90 % Sphera,0.100135864,0.100021342,0.000113225,1.30E-06,1.23E-14,9.59E-05,2.04E-08,2.37E-05,0.000267111,9.14E-05,5.34E-10,1.334068669,0.000393205,0.008140946,0,0.008140946,1.339060867,0,1.339060867,0,0,0,1.16E-05,7.08E-12,0.000266436,7.29E-07,0,0,0,0,0,0,0,6.17E-10,8.96E-05,0.891705498,2.07E-11,5.59E-10,0.005451425
IT: Prozessdampf aus Leichtöl (HFO) 95 % Sphera,0.094867621,0.094759119,0.000107272,1.23E-06,1.16E-14,9.09E-05,1.93E-08,2.25E-05,0.000253065,8.66E-05,5.06E-10,1.263874654,0.00037256,0.007720349,0,0.007720349,1.268604131,0,1.268604131,0,0,0,1.10E-05,6.71E-12,0.00025949,6.91E-07,0,0,0,0,0,0,0,5.84E-10,8.49E-05,0.844780074,1.96E-11,5.30E-10,0.005170449
IT: Prozessdampf aus Schweröl (HFO) 85 % Sphera,0.106043308,0.105930353,0.000111662,1.29E-06,1.26E-14,0.000149939,2.46E-08,2.59E-05,0.000285743,9.97E-05,5.33E-10,1.311206815,0.000320764,0.008316283,0,0.008316283,1.316088463,0,1.316088463,0,0,0,9.92E-06,8.55E-12,0.00029468,7.33E-07,0,0,0,0,0,0,0,1.24E-09,9.21E-05,0.912448063,2.12E-11,6.37E-10,0.005567629
IT: Prozessdampf aus Schweröl (HFO) 90 % Sphera,0.100154648,0.10004796,0.000105465,1.22E-06,1.19E-14,0.000141614,2.33E-08,2.45E-05,0.000269883,9.42E-05,5.04E-10,1.238388815,0.000302999,0.007862614,0,0.007862614,1.242999309,0,1.242999309,0,0,0,9.38E-06,8.08E-12,0.00028578,6.93E-07,0,0,0,0,0,0,0,1.17E-09,8.71E-05,0.861767205,2.00E-11,6.02E-10,0.005264611
IT: Prozessdampf aus Schweröl (HFO) 95 % Sphera,0.094885797,0.094784717,9.99E-05,1.16E-06,1.13E-14,0.000134166,2.20E-08,2.32E-05,0.000255692,8.92E-05,4.78E-10,1.173235254,0.000287104,0.007456695,0,0.007456695,1.177603136,0,1.177603136,0,0,0,8.89E-06,7.65E-12,0.000277817,6.57E-07,0,0,0,0,0,0,0,1.11E-09,8.26E-05,0.816420749,1.90E-11,5.70E-10,0.004993487
IT: Prozessdampf aus Steinkohle 85 % Sphera,0.124258899,0.124266833,-1.87E-05,1.08E-05,4.59E-15,0.000146293,4.96E-09,4.48E-05,0.000490968,0.000122832,1.66E-10,1.267215327,0.000971875,0.004049699,0,0.004049699,1.267436262,0,1.267436262,0,0,0,3.39E-05,1.30E-12,0.000846495,9.39E-07,0,0,0,0,0,0,0,1.62E-09,7.79E-05,0.159518817,3.67E-12,2.31E-10,0.012919316
IT: Prozessdampf aus Steinkohle 90 % Sphera,0.117406773,0.117414248,-1.77E-05,1.02E-05,4.40E-15,0.000138233,4.70E-09,4.23E-05,0.000463912,0.000116065,1.59E-10,1.197322606,0.000918507,0.003855536,0,0.003855536,1.197531437,0,1.197531437,0,0,0,3.21E-05,1.24E-12,0.000843689,8.91E-07,0,0,0,0,0,0,0,1.53E-09,7.39E-05,0.150736709,3.47E-12,2.19E-10,0.01222883
IT: Prozessdampf aus Steinkohle 95 % Sphera,0.111271751,0.111278814,-1.67E-05,9.65E-06,4.23E-15,0.000131017,4.47E-09,4.01E-05,0.000439687,0.000110007,1.52E-10,1.134744449,0.000870724,0.003681693,0,0.003681693,1.134942442,0,1.134942442,0,0,0,3.04E-05,1.18E-12,0.000841177,8.47E-07,0,0,0,0,0,0,0,1.45E-09,7.03E-05,0.142873685,3.29E-12,2.07E-10,0.011610606
IT: Schwefelsäure (96%) Sphera,0.258828449,0.257252321,0.001553553,2.26E-05,1.13E-12,0.006795397,8.97E-07,0.000132558,0.001471525,0.000976441,1.72E-08,11.93156372,0.040470429,0.724379607,0,0.724379607,11.9591032,0,11.9591032,0,0,0,0.001047483,1.84E-10,0.002106894,6.71E-05,0,0,0,0,0,0,0,4.15E-08,0.011434436,8.16396226,1.58E-10,4.96E-09,0.46264335
IT: Steinkohle Mix Sphera,0.244660166,0.244858148,-0.000434777,0.000236795,6.62E-14,0.001276006,8.79E-08,0.00054121,0.005949287,0.001519975,2.63E-09,27.9906046,0.009943213,0.072597853,0,0.072597853,27.99545934,0,27.99545934,0,0,0,0.000480393,1.26E-11,0.000232794,1.90E-05,0,0,0,0,0,0,0,2.26E-08,0.001495514,2.263920205,2.01E-11,7.93E-10,0.273282298
IT: Strom aus Abfall Sphera,0.706416517,0.705945365,0.000479878,-8.73E-06,2.99E-13,0.000766689,1.19E-07,0.000305825,0.003893053,0.000788516,3.68E-09,0.817427649,0.261254017,17.11120953,0,17.11120953,0.815920712,0,0.815920712,0,0,0,0.006120392,8.01E-11,0.192607571,3.98E-05,0,0,0,0,0,0,0,4.35E-09,0.006384912,0.368457427,3.64E-11,5.17E-09,0.199332882
IT: Strom aus Biogas Sphera,0.251345181,0.141096394,0.109519767,0.00072902,4.52E-13,0.003321424,4.38E-05,0.001163634,0.011127454,0.00203013,6.44E-07,1.08945219,0.064853348,24.84373493,0,24.84373493,1.116383301,0,1.116383301,0,0,0,0.006497159,9.68E-11,0.017332002,2.96E-05,0,0,0,0,0,0,0,2.51E-08,0.003508298,18.01449647,2.79E-10,-8.47E-09,50.78176341
IT: Strom aus Biomasse (fest) Sphera,0.04819572,0.047442049,0.000520486,0.000233185,6.54E-14,0.001922715,1.46E-05,0.000713786,0.005991986,0.001679924,7.11E-08,0.533438576,0.210122979,14.87517463,0,14.87517463,0.536447235,0,0.536447235,0,0,0,0.005349106,3.00E-11,0.006456218,1.07E-05,0,0,0,0,0,0,0,1.40E-08,0.001743612,0.342719458,1.40E-10,9.53E-09,80.63739549
IT: Strom aus Braunkohle ts,1.126619843,1.12653108,5.51E-05,3.37E-05,3.97E-16,0.001143656,6.53E-08,0.000322808,0.003409849,0.000841954,4.98E-09,9.999148314,0.085092619,0.092849841,0,0.092849841,9.999205343,0,9.999205343,0,0,0,0.003070462,2.18E-10,0.003373894,1.36E-05,0,0,0,0,0,0,0,7.15E-09,0.001269636,5.383234044,5.08E-11,5.52E-09,0.11762157
IT: Strom aus Erdgas Sphera,0.51437692,0.513548562,0.000813806,1.46E-05,1.23E-14,0.000296945,3.17E-08,0.000115101,0.001277991,0.000369146,5.22E-09,8.174833377,0.031510323,0.016804354,0,0.016804354,8.175047252,0,8.175047252,0,0,0,0.000718389,2.02E-09,0.001833148,1.31E-06,0,0,0,0,0,0,0,2.47E-09,0.000172583,0.079201909,6.12E-11,2.74E-09,0.014994428
IT: Strom aus Geothermie Sphera,0.345182335,0.344958271,0.000203454,2.06E-05,7.27E-15,0.003002446,2.30E-07,9.65E-05,0.013387275,1.71E-05,2.22E-09,0.050497973,0.687292432,36.00482208,0,36.00482208,0.050632478,0,0.050632478,0,0,0,0.016005886,9.20E-12,0.00224332,5.80E-07,0,0,0,0,0,0,0,2.10E-08,8.35E-05,166.2726233,1.72E-11,2.37E-10,0.016058589
IT: Strom aus Kohlegas Sphera,1.046303781,1.046365172,-0.000142282,8.09E-05,2.78E-14,0.000676639,3.20E-08,0.000301023,0.003387597,0.000840724,1.10E-09,9.571250732,0.063848267,0.027253366,0,0.027253366,9.57290912,0,9.57290912,0,0,0,0.001512124,1.03E-11,0.000719328,6.74E-06,0,0,0,0,0,0,0,9.89E-09,0.000537001,0.778108509,5.73E-11,2.87E-10,0.094917673
IT: Strom aus Photovoltaik Sphera,0.026645004,0.026797465,-0.000168061,1.56E-05,1.07E-10,0.000126899,5.29E-08,2.60E-05,0.000276212,7.83E-05,3.55E-07,0.301827069,0.005718257,21.38575643,0,21.38575643,0.302316801,0,0.302316801,0,0,0,0.000161461,7.74E-09,0.010016346,7.14E-06,0,0,0,0,0,0,0,2.29E-09,0.000578909,0.097869083,1.48E-11,9.44E-10,0.113781428
IT: Strom aus Schweröl (HFO) Sphera,1.13707737,1.135866714,0.001196868,1.38E-05,1.33E-13,0.001607618,2.64E-07,0.000277595,0.003063226,0.00106903,5.67E-09,14.0603515,0.095693493,0.088338801,0,0.088338801,14.11270361,0,14.11270361,0,0,0,0.002160398,9.15E-11,0.002394309,7.76E-06,0,0,0,0,0,0,0,1.33E-08,0.000978492,9.785192752,2.28E-10,6.83E-09,0.059069048
IT: Strom aus Steinkohle Sphera,1.057447702,1.057517162,-0.000160889,9.14E-05,3.38E-14,0.001244298,4.08E-08,0.000381045,0.004176583,0.001044682,1.28E-09,10.78523143,0.086659705,0.031902005,0,0.031902005,10.78710466,0,10.78710466,0,0,0,0.002032386,1.05E-11,0.003349567,7.72E-06,0,0,0,0,0,0,0,1.37E-08,0.000635626,1.356246922,3.10E-11,1.95E-09,0.108016803
IT: Strom aus Wasserkraft Sphera,0.00687501,0.006868378,4.70E-06,1.94E-06,7.61E-15,5.00E-06,2.71E-09,1.15E-06,1.26E-05,3.35E-06,1.91E-08,0.016535552,0.756618712,4.291378032,0,4.291378032,0.016566819,0,0.016566819,0,0,0,0.016853513,2.66E-13,0.000813738,4.14E-07,0,0,0,0,0,0,0,9.14E-11,4.13E-05,0.00636654,1.15E-10,5.95E-11,0.004268484
IT: Strom aus Windkraft Sphera,0.015427238,0.015384166,3.35E-05,9.61E-06,7.95E-14,4.91E-05,2.36E-08,1.04E-05,0.00011325,3.24E-05,1.21E-07,0.200356796,0.003496437,9.037971148,0,9.037971148,0.20051508,0,0.20051508,0,0,0,0.000104879,-1.07E-08,0.001942477,6.05E-06,0,0,0,0,0,0,0,4.74E-10,0.001130568,0.062190217,4.06E-10,1.68E-10,0.099921124
"IT: Strom Mix (Energieträger, generisch) Sphera <u-so>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT: Strom Mix 1kv-60kv Sphera,0.367633286,0.362698084,0.004886896,4.83E-05,8.29E-12,0.000494065,2.03E-06,0.000154077,0.001692487,0.000401918,6.87E-08,5.553525757,0.155697557,5.176374113,0,5.176374113,5.55661403,0,5.55661403,0,0,0,0.004110617,7.60E-10,0.006247646,0.000236432,0,0,0,0,0,0,0,4.23E-09,0.044546897,4.144802215,1.02E-10,1.54E-09,3.236230651
IT: Strom Mix Sphera,0.382375708,0.3772426,0.005082865,5.02E-05,8.62E-12,0.000513878,2.11E-06,0.000160256,0.001760357,0.000418035,7.14E-08,5.776227082,0.161941167,5.383951322,0,5.383951322,5.779439198,0,5.779439198,0,0,0,0.004275456,7.90E-10,0.006498182,0.000245913,0,0,0,0,0,0,0,4.40E-09,0.046333267,4.311012472,1.06E-10,1.60E-09,3.36600638
IT: Thermische Energie aus Biogas Sphera,0.028365924,0.015932606,0.012351096,8.22E-05,5.12E-14,0.000374614,4.94E-06,0.00013124,0.001255017,0.000228985,7.26E-08,0.123061728,0.001045765,2.801818734,0,2.801818734,0.126099128,0,0.126099128,0,0,0,0.000593177,1.09E-11,0.00202661,3.34E-06,0,0,0,0,0,0,0,2.84E-09,0.000396512,2.03163698,3.14E-11,-9.55E-10,5.726946102
IT: Thermische Energie aus Biomasse (fest) Sphera,0.003828322,0.0034567,0.000355104,1.65E-05,5.33E-15,0.000136076,1.03E-06,5.05E-05,0.000424035,0.000118894,5.05E-09,0.03860422,0.006483802,1.051473876,0,1.051473876,0.038817925,0,0.038817925,0,0,0,0.000191967,2.20E-12,0.000966339,7.96E-07,0,0,0,0,0,0,0,9.90E-10,0.000126883,0.024519005,9.92E-12,6.75E-10,5.698386518
IT: Thermische Energie aus Erdgas Sphera,0.072413693,0.072297048,0.000114592,2.05E-06,1.86E-15,4.18E-05,4.49E-09,1.62E-05,0.000179972,5.20E-05,7.38E-10,1.150749097,6.81E-05,0.002427248,0,0.002427248,1.150779399,0,1.150779399,0,0,0,3.90E-06,2.85E-10,0.000313821,1.91E-07,0,0,0,0,0,0,0,3.48E-10,2.50E-05,0.011195566,8.62E-12,3.86E-10,0.002157272
IT: Thermische Energie aus Heizöl el (LFO) Sphera,0.090126198,0.090023115,0.000101914,1.17E-06,1.11E-14,8.64E-05,1.83E-08,2.13E-05,0.000240423,8.23E-05,4.81E-10,1.200699989,0.000353981,0.007341811,0,0.007341811,1.205193019,0,1.205193019,0,0,0,1.05E-05,6.38E-12,0.00025324,6.57E-07,0,0,0,0,0,0,0,5.55E-10,8.08E-05,0.802547159,1.87E-11,5.03E-10,0.004917571
IT: Thermische Energie aus Heizöl s (HFO) Sphera,0.090143791,0.090047758,9.49E-05,1.10E-06,1.07E-14,0.000127462,2.09E-08,2.20E-05,0.00024292,8.48E-05,4.54E-10,1.114596556,0.000272798,0.007091365,0,0.007091365,1.118746084,0,1.118746084,0,0,0,8.46E-06,7.27E-12,0.000270651,6.25E-07,0,0,0,0,0,0,0,1.06E-09,7.85E-05,0.775608593,1.80E-11,5.41E-10,0.004749473
IT: Thermische Energie aus Steinkohle Sphera,0.105746858,0.105753551,-1.59E-05,9.17E-06,4.07E-15,0.000124518,4.26E-09,3.81E-05,0.000417872,0.000104551,1.46E-10,1.078389703,0.000827693,0.003525139,0,0.003525139,1.078577937,0,1.078577937,0,0,0,2.89E-05,1.12E-12,0.000838914,8.08E-07,0,0,0,0,0,0,0,1.38E-09,6.71E-05,0.13579264,3.13E-12,1.97E-10,0.011053865
IT: Umwälzpumpe (für 20 kW Heizung) Sphera,0.011471271,0.011317278,0.000152486,1.51E-06,2.59E-13,1.54E-05,6.33E-08,4.81E-06,5.28E-05,1.25E-05,2.14E-09,0.173286812,0.004858235,0.16151854,0,0.16151854,0.173383176,0,0.173383176,0,0,0,0.000128264,2.37E-11,0.000194945,7.38E-06,0,0,0,0,0,0,0,1.32E-10,0.001389998,0.129330374,3.18E-12,4.80E-11,0.100980191
IT: Umwälzpumpe (für 260 kW Heizung) Sphera,0.149126526,0.147124614,0.001982317,1.96E-05,3.36E-12,0.000200412,8.23E-07,6.25E-05,0.000686539,0.000163034,2.79E-08,2.252728562,0.063157055,2.099741016,0,2.099741016,2.253981287,0,2.253981287,0,0,0,0.001667428,3.08E-10,0.002534291,9.59E-05,0,0,0,0,0,0,0,1.71E-09,0.018069974,1.681294864,4.13E-11,6.24E-10,1.312742488
IT: Umwälzpumpe (für 70 kW Heizung) Sphera,0.040149449,0.039610473,0.000533701,5.28E-06,9.05E-13,5.40E-05,2.21E-07,1.68E-05,0.000184837,4.39E-05,7.50E-09,0.606503844,0.017003823,0.565314889,0,0.565314889,0.606841116,0,0.606841116,0,0,0,0.000448923,8.30E-11,0.000682309,2.58E-05,0,0,0,0,0,0,0,4.62E-10,0.004864993,0.45265631,1.11E-11,1.68E-10,0.35343067
IT: Vakuumröhrenkollektor (groß > 500m2) Sphera,7.72441421,7.620719711,0.102679527,0.001014971,1.74E-10,0.010380902,4.26E-05,0.00323734,0.035561164,0.00844477,1.44E-06,116.6862057,3.271391531,4428.761799,0,4428.761799,116.751094,0,116.751094,0,0,0,0.086368962,1.60E-08,0.131270491,0.004967714,0,0,0,0,0,0,0,8.88E-08,0.935983488,87.08724238,2.14E-09,3.23E-08,67.99706922
IT: Vinylchlorid-Monomer (VCM) Sphera,1.918512464,1.905924622,0.01215589,0.000431952,9.85E-12,0.002797888,4.20E-06,0.000779326,0.008674679,0.005096721,1.07E-07,47.96616076,0.32309778,6.195850281,0,6.195850281,48.05967495,0,48.05967495,0,0,0,0.008202037,3.78E-09,0.019066732,0.000317866,0,0,0,0,0,0,0,2.35E-08,0.057513894,29.13701521,6.17E-10,1.87E-08,4.083821901
JP: Aromate (BTX) ab Raffinerie Sphera,0.44092572,0.440396043,0.000497162,3.25E-05,4.33E-13,0.002186017,1.06E-06,0.000613638,0.006768696,0.002035536,9.95E-09,45.40411508,0.003769627,0.159089843,0,0.159089843,45.41049969,0,45.41049969,0,0,0,0.000212888,7.52E-11,0.001331626,1.66E-05,0,0,0,0,0,0,0,1.03E-08,0.002779837,21.96079573,3.57E-10,7.46E-09,0.105108955
JP: Benzin Mix (Normal) ab Raffinerie Sphera,0.486955743,0.519642383,-0.03330381,0.00061717,5.19E-13,0.002640239,4.60E-06,0.000839375,0.008395417,0.002276992,4.42E-08,49.36104325,0.010715234,0.949927181,0,0.949927181,49.3690898,0,49.3690898,0,0,0,0.001054636,1.44E-10,0.002259503,2.62E-05,0,0,0,0,0,0,0,1.32E-08,0.0043996,23.76594174,3.92E-10,8.53E-09,3.900934462
JP: Benzin Mix (Super) ab Raffinerie Sphera,0.484219109,0.516914525,-0.033312053,0.000616637,5.16E-13,0.002616975,4.60E-06,0.00083058,0.008299155,0.002250986,4.40E-08,48.59382728,0.010695793,0.948665966,0,0.948665966,48.601765,0,48.601765,0,0,0,0.001053197,1.43E-10,0.002243295,2.60E-05,0,0,0,0,0,0,0,1.31E-08,0.004376878,23.39547393,3.86E-10,8.41E-09,3.899965464
JP: Bitumen ab Raffinerie Sphera,0.241427916,0.24095182,0.000446946,2.91E-05,3.25E-13,0.001513714,3.71E-07,0.000503932,0.005532081,0.001560394,8.69E-09,41.21802954,0.00203737,0.120236278,0,0.120236278,41.22385695,0,41.22385695,0,0,0,0.000142163,4.11E-11,0.001084193,1.29E-05,0,0,0,0,0,0,0,6.77E-09,0.002116285,19.89465973,3.18E-10,6.40E-09,0.081711622
JP: Bunkeröl ab Raffinerie Sphera,0.281945731,0.281417385,0.000496032,3.23E-05,3.46E-13,0.001724195,4.69E-07,0.000563891,0.00619317,0.001758233,9.61E-09,45.73467519,0.002351804,0.128511746,0,0.128511746,45.74113852,0,45.74113852,0,0,0,0.000155887,4.67E-11,0.00118828,1.38E-05,0,0,0,0,0,0,0,7.75E-09,0.00226348,22.08447645,3.54E-10,7.13E-09,0.087904814
JP: Butan ab Raffinerie Sphera,0.765814809,0.765196375,0.000580532,3.79E-05,5.22E-13,0.003298903,2.21E-06,0.000795159,0.008814883,0.002822677,1.18E-08,52.4848489,0.006452028,0.191910864,0,0.191910864,52.49217913,0,52.49217913,0,0,0,0.000300412,1.25E-10,0.001626958,1.99E-05,0,0,0,0,0,0,0,1.62E-08,0.003338573,25.47923839,4.23E-10,9.23E-09,0.12611181
JP: Buten ab Raffinerie Sphera,0.427205543,0.426641529,0.000529504,3.45E-05,3.98E-13,0.00221239,9.82E-07,0.000641176,0.007065714,0.002098936,1.04E-08,48.52568113,0.003574464,0.147523518,0,0.147523518,48.53251372,0,48.53251372,0,0,0,0.000199049,7.00E-11,0.001330829,1.57E-05,0,0,0,0,0,0,0,1.03E-08,0.002587085,23.47282751,3.80E-10,7.87E-09,0.099618215
"JP: Diesel Mix, ab Raffinerie Sphera",0.365948749,0.366409127,-0.00049526,3.49E-05,4.03E-13,0.002041841,7.43E-07,0.000627318,0.006901429,0.002004841,1.05E-08,49.14263893,0.003091337,0.163250172,0,0.163250172,49.14957119,0,49.14957119,0,0,0,0.000189352,6.14E-11,0.001332132,1.59E-05,0,0,0,0,0,0,0,9.38E-09,0.002620025,23.74562353,3.83E-10,7.81E-09,0.10076065
JP: Erdgas Mix Sphera,0.847800362,0.846518941,0.00121461,6.68E-05,1.95E-13,0.002020401,1.13E-07,0.000782261,0.008566418,0.002420459,3.68E-08,57.04570101,0.010380778,0.145872546,0,0.145872546,57.04837257,0,57.04837257,0,0,0,0.000262641,4.01E-09,0.007734214,1.06E-05,0,0,0,0,0,0,0,2.60E-08,0.001260841,7.05199587,1.60E-10,5.55E-09,0.11118089
JP: Erdöl Mix Sphera,0.159662732,0.159150769,0.00048091,3.11E-05,1.88E-13,0.001357257,4.54E-08,0.000513169,0.00561618,0.001517244,8.88E-09,44.76149088,0.001134253,0.073582725,0,0.073582725,44.76784038,0,44.76784038,0,0,0,8.39E-05,1.95E-11,0.000945585,8.77E-06,0,0,0,0,0,0,0,5.71E-09,0.001325665,21.61411098,3.42E-10,6.72E-09,0.056533989
JP: Heizöl el ab Raffinerie Sphera,0.366472316,0.365904474,0.000533072,3.48E-05,4.03E-13,0.002037126,7.43E-07,0.000625481,0.006881333,0.001999465,1.04E-08,48.98025382,0.003087923,0.148978943,0,0.148978943,48.98716303,0,48.98716303,0,0,0,0.000189084,6.14E-11,0.001328813,1.59E-05,0,0,0,0,0,0,0,9.36E-09,0.002615657,23.66721822,3.81E-10,7.79E-09,0.100570235
JP: Heizöl S ab Raffinerie (1.0 wt.% S) Sphera,0.30816988,0.30763015,0.000506683,3.30E-05,3.75E-13,0.001817788,5.52E-07,0.000582018,0.006395841,0.001829719,9.89E-09,46.64796712,0.002598316,0.138703219,0,0.138703219,46.65455535,0,46.65455535,0,0,0,0.000169691,5.20E-11,0.001244592,1.48E-05,0,0,0,0,0,0,0,8.24E-09,0.002438479,22.52696883,3.62E-10,7.32E-09,0.093971226
JP: Kerosoin / Jet A1 ab Raffinerie Sphera,0.299846543,0.29927943,0.000532562,3.46E-05,3.05E-13,0.001853841,5.06E-07,0.000605504,0.006650456,0.0018895,1.01E-08,49.19349529,0.002399325,0.115175056,0,0.115175056,49.20044856,0,49.20044856,0,0,0,0.000146165,4.56E-11,0.001193036,1.28E-05,0,0,0,0,0,0,0,8.31E-09,0.002039399,23.77332436,3.81E-10,7.67E-09,0.081538513
JP: Leitungswasser aus Grundwasser Sphera,9.43E-05,8.36E-05,1.07E-05,2.86E-08,4.46E-16,1.36E-07,1.15E-08,8.47E-08,4.44E-07,1.20E-07,3.06E-12,0.001232324,0.000908557,0.000201148,0,0.000201148,0.001232889,0,0.001232889,0,0,0,0.001001414,6.74E-14,0.000285054,2.45E-08,0,0,0,0,0,0,0,2.83E-12,3.41E-06,0.000776773,7.18E-14,6.25E-12,0.000138915
JP: Naphtha ab Raffinerie Sphera,0.369461269,0.368893553,0.000533002,3.47E-05,3.80E-13,0.002049787,7.59E-07,0.000626692,0.006895494,0.002006991,1.04E-08,48.99685216,0.003076691,0.141113835,0,0.141113835,49.00376331,0,49.00376331,0,0,0,0.000182505,6.03E-11,0.001300963,1.51E-05,0,0,0,0,0,0,0,9.42E-09,0.002480649,23.68322646,3.82E-10,7.80E-09,0.09613759
JP: Petrolkoks ab Raffinerie Sphera,0.321084767,0.32073411,0.000329038,2.16E-05,3.37E-13,0.00152553,8.07E-07,0.000414567,0.004577418,0.001394086,6.73E-09,29.92507099,0.002809723,0.122842888,0,0.122842888,29.92927268,0,29.92927268,0,0,0,0.000162206,5.72E-11,0.000950397,1.26E-05,0,0,0,0,0,0,0,7.30E-09,0.002139229,14.47035986,2.37E-10,4.98E-09,0.07943982
JP: Propan ab Raffinerie Sphera,0.399649009,0.399031964,0.000579328,3.77E-05,4.06E-13,0.002223338,8.19E-07,0.000680656,0.007488984,0.002178696,1.13E-08,53.26792953,0.003318173,0.151062644,0,0.151062644,53.27544356,0,53.27544356,0,0,0,0.000195913,6.49E-11,0.001405306,1.62E-05,0,0,0,0,0,0,0,1.02E-08,0.002656643,25.74895013,4.15E-10,8.48E-09,0.103189639
