Materials,01 EN15804+A2 (EF 3.1) Klimawandel - total [kg CO2 Äquiv.],"02 EN15804+A2 (EF 3.1) Klimawandel, fossil [kg CO2 Äquiv.]",03 EN15804+A2 (EF 3.1) Klimawandel - biogen [kg CO2 Äquiv.],"04 EN15804+A2 (EF 3.1) Klimawandel, Landnutzung und Landnutzungsänderung [kg CO2 Äquiv.]",05 EN15804+A2 (EF 3.1) Ozonabbau [kg CFC-11 Äquiv.],06 EN15804+A2 (EF 3.1) Versauerung [Mole of H+ Äquiv.],"07 EN15804+A2 (EF 3.1) Eutrophierung, Frischwasser [kg P Äquiv.]","08 EN15804+A2 (EF 3.1) Eutrophierung, marine Ökosysteme [kg N Äquiv.]","09 EN15804+A2 (EF 3.1) Eutrophierung, terrestrische Ökosysteme [Mol von N-Äquiv.]","10 EN15804+A2 (EF 3.1) Fotochemisches Ozonbildungspotenzial, menschl. Gesundheit [kg NMVOC Äquiv.]","11 EN15804+A2 (EF 3.1) Ressourcenverbrauch, Mineralien und Metalle [kg Sb Äquiv.]","12 EN15804+A2 (EF 3.1) Ressourcenverbrauch, fossil [MJ]",13 EN15804+A2 (EF 3.1) Wassernutzung [m³ Weltäquiv.],01 EN15804+A2 Verbrauch von erneuerbarer Primärenergie (PERE) [MJ],02 EN15804+A2 Primärenergie zur stofflichen Nutzung (PERM) [MJ],03 EN15804+A2 Gesamtverbrauch von erneuerbarer Primärenergie (PERT) [MJ],04 EN15804+A2 Verbrauch von nicht-erneuerbarer Primärenergie (PENRE) [MJ],05 EN15804+A2 Nicht-erneuerbare Primärenergie zur stofflichen Nutzung (PENRM) [MJ],06 EN15804+A2 Gesamtverbrauch von nicht-erneuerbarer Primärenergie (PENRT) [MJ],07 EN15804+A2 Input von Sekundärwerkstoffen (SM) [kg],08 EN15804+A2 Verbrauch ern. Sekundärbrennstoffe (RSF) [MJ],09 EN15804+A2 Verbrauch nicht ern. Sekundärbrennstoffe (NRSF) [MJ],10 EN15804+A2 Frischwasserverbrauch (FW) [m3],01 EN15804+A2 Gefährlicher Abfall zur Beseitigung (HWD) [kg],02 EN15804+A2 Ungefährlicher Abfall zur Beseitigung (NHWD) [kg],03 EN15804+A2 radioaktiver Abfall zur Beseitigung (RWD) [kg],04 EN15804+A2 Komponenten für Wiederverwendung (CRU) [kg],05 EN15804+A2 Stoffe zum Recycling (MFR) [kg],06 EN15804+A2 Stoffe für die Energierückgewinnung (MER) [kg],07 EN15804+A2 Exportierte Energie elektrisch (EEE) [MJ],08 EN15804+A2 Exportierte Energie thermisch (EET) [MJ],01 EN15804+A2 Biogener Kohlenstoffgehalt im Produkt [kg],02 EN15804+A2 Biogener Kohlenstoffgehalt der Verpackung [kg],01 EN15804+A2 (EF 3.1) Feinstaub [Disease incidences],"02 EN15804+A2 (EF 3.1) Ionisierende Strahlung, Gesundheitliche Auswirkungen auf den Menschen [kBq U235 Äquiv.]","03 EN15804+A2 (EF 3.1) Ökotoxizität, Frischwasser [CTUe]","04 EN15804+A2 (EF 3.1) Humantoxizität, kanzerogen [CTUh]","05 EN15804+A2 (EF 3.1) Humantoxizität, nicht kanzerogen [CTUh]",06 EN15804+A2 (EF 3.1) Landnutzung [Pt]
JP: Propylen ab Raffinerie Sphera,0.448717509,0.448142962,0.000539373,3.52E-05,4.18E-13,0.002291983,1.05E-06,0.000657201,0.007244594,0.002160937,1.06E-08,49.38666073,0.003769511,0.154543505,0,0.154543505,49.39361175,0,49.39361175,0,0,0,0.000209129,7.40E-11,0.00137372,1.64E-05,0,0,0,0,0,0,0,1.08E-08,0.002707832,23.8909568,3.88E-10,8.04E-09,0.103875459
JP: Prozessdampf aus Erdgas 85 % Sphera,0.08822049,0.088188439,3.04E-05,1.67E-06,5.26E-15,7.83E-05,2.94E-09,3.33E-05,0.000367689,9.76E-05,9.24E-10,1.414154461,0.000258354,0.003821282,0,0.003821282,1.414221147,0,1.414221147,0,0,0,6.69E-06,9.95E-11,0.00032631,2.84E-07,0,0,0,0,0,0,0,7.69E-10,3.35E-05,0.175013176,8.97E-12,1.39E-10,0.002906435
JP: Prozessdampf aus Erdgas 90 % Sphera,0.08332149,0.083291212,2.87E-05,1.58E-06,4.98E-15,7.39E-05,2.78E-09,3.15E-05,0.000347274,9.22E-05,8.73E-10,1.335611008,0.000244054,0.003617297,0,0.003617297,1.335674016,0,1.335674016,0,0,0,6.33E-06,9.40E-11,0.000315653,2.69E-07,0,0,0,0,0,0,0,7.27E-10,3.17E-05,0.165296651,8.47E-12,1.31E-10,0.002751235
JP: Prozessdampf aus Erdgas 95 % Sphera,0.078938174,0.078909482,2.72E-05,1.50E-06,4.74E-15,7.00E-05,2.64E-09,2.98E-05,0.000329009,8.73E-05,8.28E-10,1.265335287,0.00023126,0.003434783,0,0.003434783,1.265395004,0,1.265395004,0,0,0,6.00E-06,8.91E-11,0.000306117,2.56E-07,0,0,0,0,0,0,0,6.88E-10,3.01E-05,0.156602918,8.03E-12,1.24E-10,0.002612372
JP: Prozessdampf aus Leichtöl (HFO) 85 % Sphera,0.097357663,0.097341503,1.52E-05,9.79E-07,1.17E-14,0.000137757,2.07E-08,4.98E-05,0.000552375,0.00014518,3.08E-10,1.349463606,9.79E-05,0.004381061,0,0.004381061,1.349654124,0,1.349654124,0,0,0,5.71E-06,2.20E-12,0.000174862,4.67E-07,0,0,0,0,0,0,0,6.38E-10,7.51E-05,0.654643126,1.78E-11,2.27E-10,0.002970851
JP: Prozessdampf aus Leichtöl (HFO) 90 % Sphera,0.091951086,0.091935816,1.43E-05,9.25E-07,1.10E-14,0.000130109,1.95E-08,4.70E-05,0.000521701,0.000137118,2.91E-10,1.274514698,9.25E-05,0.004145978,0,0.004145978,1.274694658,0,1.274694658,0,0,0,5.40E-06,2.08E-12,0.000172618,4.42E-07,0,0,0,0,0,0,0,6.03E-10,7.10E-05,0.618280787,1.68E-11,2.14E-10,0.002812074
JP: Prozessdampf aus Leichtöl (HFO) 95 % Sphera,0.087113618,0.087099145,1.36E-05,8.77E-07,1.05E-14,0.000123265,1.85E-08,4.46E-05,0.000494255,0.000129905,2.76E-10,1.207455087,8.77E-05,0.003935641,0,0.003935641,1.207625601,0,1.207625601,0,0,0,5.12E-06,1.97E-12,0.00017061,4.20E-07,0,0,0,0,0,0,0,5.71E-10,6.74E-05,0.585746033,1.59E-11,2.03E-10,0.00267001
JP: Prozessdampf aus Schweröl (HFO) 85 % Sphera,0.096182356,0.096166069,1.53E-05,9.94E-07,1.16E-14,0.000165828,1.67E-08,5.05E-05,0.000553464,0.000145757,3.10E-10,1.360009617,0.000180065,0.004362364,0,0.004362364,1.36020191,0,1.36020191,0,0,0,7.60E-06,2.03E-12,0.000204627,4.67E-07,0,0,0,0,0,0,0,1.09E-09,7.59E-05,0.699075395,1.83E-11,3.07E-10,0.002976228
JP: Prozessdampf aus Schweröl (HFO) 90 % Sphera,0.090841488,0.090826099,1.45E-05,9.40E-07,1.10E-14,0.000156621,1.57E-08,4.77E-05,0.000522732,0.000137664,2.93E-10,1.284480693,0.000170116,0.004128338,0,0.004128338,1.284662331,0,1.284662331,0,0,0,7.18E-06,1.92E-12,0.00020073,4.42E-07,0,0,0,0,0,0,0,1.03E-09,7.18E-05,0.660247635,1.73E-11,2.90E-10,0.002817164
JP: Prozessdampf aus Schweröl (HFO) 95 % Sphera,0.086062772,0.086048185,1.37E-05,8.91E-07,1.04E-14,0.000148382,1.49E-08,4.52E-05,0.000495234,0.000130423,2.78E-10,1.216901536,0.000161214,0.003918945,0,0.003918945,1.21707364,0,1.21707364,0,0,0,6.81E-06,1.82E-12,0.000197243,4.19E-07,0,0,0,0,0,0,0,9.73E-10,6.81E-05,0.625506674,1.64E-11,2.75E-10,0.002674843
JP: Prozessdampf aus Steinkohle 85 % Sphera,0.120855895,0.12087363,-2.56E-05,7.86E-06,6.64E-15,0.000161875,4.59E-09,5.19E-05,0.000568923,0.000142094,2.05E-10,1.244059919,0.000660563,0.00450565,0,0.00450565,1.244236036,0,1.244236036,0,0,0,2.83E-05,1.03E-12,0.000841991,3.58E-07,0,0,0,0,0,0,0,1.57E-09,3.57E-05,0.156513105,3.86E-12,1.44E-10,0.013356713
JP: Prozessdampf aus Steinkohle 90 % Sphera,0.114203539,0.114220275,-2.42E-05,7.43E-06,6.33E-15,0.000152971,4.35E-09,4.90E-05,0.000537619,0.000134278,1.96E-10,1.175567947,0.000624449,0.004286702,0,0.004286702,1.175734452,0,1.175734452,0,0,0,2.67E-05,9.76E-13,0.000839438,3.41E-07,0,0,0,0,0,0,0,1.48E-09,3.40E-05,0.147912306,3.65E-12,1.36E-10,0.012643349
JP: Prozessdampf aus Steinkohle 95 % Sphera,0.108246205,0.108262046,-2.29E-05,7.04E-06,6.06E-15,0.000144997,4.14E-09,4.65E-05,0.000509585,0.000127278,1.87E-10,1.114231848,0.000592108,0.00409063,0,0.00409063,1.114389743,0,1.114389743,0,0,0,2.54E-05,9.32E-13,0.000837152,3.27E-07,0,0,0,0,0,0,0,1.40E-09,3.25E-05,0.140210096,3.46E-12,1.29E-10,0.012004515
JP: Raffineriegas ab Raffinerie Sphera,0.430474694,0.429850428,0.000586093,3.82E-05,4.22E-13,0.00232552,9.28E-07,0.000696662,0.007669785,0.00224964,1.14E-08,53.82251389,0.00358507,0.156674081,0,0.156674081,53.83010088,0,53.83010088,0,0,0,0.000206511,7.01E-11,0.001440785,1.68E-05,0,0,0,0,0,0,0,1.08E-08,0.002752301,26.0240022,4.20E-10,8.63E-09,0.106552817
JP: Schmierstoffe ab Raffinerie Sphera,0.989968267,0.98937129,0.000558084,3.89E-05,1.67E-12,0.003730722,2.86E-06,0.000826752,0.009193007,0.003044372,1.45E-08,48.43821919,0.010062323,0.587710681,0,0.587710681,48.44492086,0,48.44492086,0,0,0,0.000701194,2.31E-10,0.003067891,5.61E-05,0,0,0,0,0,0,0,1.92E-08,0.010109771,23.27005036,3.98E-10,9.03E-09,0.348236731
JP: Schwefel (Element) ab Raffinerie Sphera,0.573186327,0.572834701,0.000328923,2.27E-05,8.81E-13,0.002185492,1.67E-06,0.000485566,0.005398724,0.001786626,8.28E-09,28.70091649,0.005688694,0.311056925,0,0.311056925,28.70489076,0,28.70489076,0,0,0,0.000379341,1.28E-10,0.001678771,2.98E-05,0,0,0,0,0,0,0,1.12E-08,0.005353324,13.8150842,2.36E-10,5.33E-09,0.185351191
"JP: Schweres Heizöl ab Raffinerie (2,5 Gew.-% Schwefel) Sphera",0.490069839,0.489526142,0.000510072,3.36E-05,5.72E-13,0.002333584,1.21E-06,0.000639511,0.007059248,0.002142273,1.06E-08,46.34186322,0.004370313,0.207441028,0,0.207441028,46.34837099,0,46.34837099,0,0,0,0.000265461,9.08E-11,0.001533088,2.11E-05,0,0,0,0,0,0,0,1.12E-08,0.003608256,22.39101915,3.66E-10,7.69E-09,0.132729695
JP: Steinkohle Mix Sphera,0.236821722,0.237247951,-0.00060336,0.000177132,1.15E-13,0.001285987,8.23E-08,0.000566432,0.006239976,0.00158423,3.62E-09,28.26539866,0.014622886,0.085350795,0,0.085350795,28.26937046,0,28.26937046,0,0,0,0.000366543,7.52E-12,0.000176808,6.28E-06,0,0,0,0,0,0,0,2.15E-08,0.000579364,2.2682437,1.81E-11,6.72E-10,0.291249782
JP: Strom aus Abfall Sphera,0.960479762,0.959802764,0.00066132,1.57E-05,5.87E-13,0.001747388,2.21E-07,0.000673799,0.00820583,0.001746425,9.28E-09,1.687489417,0.460125575,25.76258288,0,25.76258288,1.686153003,0,1.686153003,0,0,0,0.010578855,1.27E-10,0.419081689,2.33E-05,0,0,0,0,0,0,0,1.06E-08,0.003722098,0.883230045,1.33E-10,1.37E-08,0.328862
JP: Strom aus Atomkraft Sphera,0.005363834,0.005360854,2.23E-06,7.46E-07,1.58E-14,3.38E-05,3.49E-08,1.36E-05,8.63E-05,2.45E-05,1.13E-09,11.41064779,0.003154038,0.010249637,0,0.010249637,11.41367293,0,11.41367293,0,0,0,0.002976232,1.47E-12,4.45E-05,0.004033668,0,0,0,0,0,0,0,2.55E-10,0.75331802,0.389952163,5.04E-12,5.09E-11,0.006606077
JP: Strom aus Biogas Sphera,0.270928174,0.152075519,0.118066753,0.000785902,4.88E-13,0.003580566,4.72E-05,0.001254427,0.011995662,0.002188505,6.94E-07,1.174161633,0.010635649,26.78245152,0,26.78245152,1.203194083,0,1.203194083,0,0,0,0.006388162,1.04E-10,0.018571552,3.18E-05,0,0,0,0,0,0,0,2.71E-08,0.003780731,19.42027749,3.00E-10,-9.13E-09,54.74475349
JP: Strom aus Biomasse (fest) Sphera,0.036222713,0.035655974,0.000391339,0.0001754,4.90E-14,0.001445267,1.10E-05,0.000536381,0.004501344,0.001173287,5.35E-08,0.401005685,0.066557276,11.18970498,0,11.18970498,0.403268593,0,0.403268593,0,0,0,0.004472365,2.26E-11,0.004695556,8.06E-06,0,0,0,0,0,0,0,1.05E-08,0.001313101,0.257564153,9.29E-11,7.18E-09,60.65919075
JP: Strom aus Erdgas Sphera,0.54275222,0.542555344,0.000186624,1.03E-05,3.15E-14,0.000481298,1.79E-08,0.000205021,0.002261919,0.000600205,5.67E-09,8.700819816,0.002615204,0.023131809,0,0.023131809,8.701228926,0,8.701228926,0,0,0,0.001186784,6.12E-10,0.001664544,1.71E-06,0,0,0,0,0,0,0,4.73E-09,0.000201908,1.076619769,5.52E-11,8.52E-10,0.017596162
JP: Strom aus Geothermie Sphera,0.133770415,0.133572586,0.000178418,1.94E-05,7.08E-15,0.001097272,1.97E-07,3.80E-05,0.004889217,1.30E-05,2.21E-09,0.047916732,0.687284494,36.0045871,0,36.0045871,0.048048089,0,0.048048089,0,0,0,0.016005532,9.17E-12,0.002098311,5.48E-07,0,0,0,0,0,0,0,7.70E-09,7.84E-05,68.11125968,1.70E-11,1.93E-10,0.015171935
JP: Strom aus Kohlegas Sphera,0.978243913,0.978375745,-0.000188577,5.67E-05,4.07E-14,0.000847091,2.78E-08,0.000402704,0.004481882,0.001096534,1.30E-09,9.0565,0.006401387,0.029118775,0,0.029118775,9.057772183,0,9.057772183,0,0,0,0.002033088,6.73E-12,0.000546758,2.21E-06,0,0,0,0,0,0,0,9.21E-09,0.000205106,0.729811308,5.30E-11,2.27E-10,0.094389818
JP: Strom aus Photovoltaik Sphera,0.027784466,0.027955747,-0.000186494,1.52E-05,1.17E-10,0.000136409,5.60E-08,2.75E-05,0.000291412,8.21E-05,2.54E-07,0.311396547,0.006161809,21.38866376,0,21.38866376,0.311877622,0,0.311877622,0,0,0,0.000175891,6.42E-09,0.008108937,6.47E-06,0,0,0,0,0,0,0,2.47E-09,0.000393554,0.104920719,1.34E-11,7.76E-10,0.115564903
JP: Strom aus Schweröl (HFO) Sphera,0.891484456,0.891334222,0.000141098,9.14E-06,1.06E-13,0.001536935,1.54E-07,0.000467941,0.005129828,0.001350902,2.83E-09,12.60648257,0.00393228,0.039595331,0,0.039595331,12.60826258,0,12.60826258,0,0,0,0.002598461,1.86E-11,0.001134575,4.23E-06,0,0,0,0,0,0,0,1.01E-08,0.000694774,6.480443322,1.69E-10,2.84E-09,0.026952643
JP: Strom aus Steinkohle Sphera,0.952353617,0.952495117,-0.000203193,6.17E-05,4.77E-14,0.001275128,3.49E-08,0.000408897,0.004482308,0.0011193,1.50E-09,9.804387441,0.006886243,0.033268384,0,0.033268384,9.805768966,0,9.805768966,0,0,0,0.002115697,7.56E-12,0.003264514,2.58E-06,0,0,0,0,0,0,0,1.23E-08,0.000257,1.23223757,3.02E-11,1.12E-09,0.103571194
JP: Strom aus Wasserkraft Sphera,0.006329483,0.00632064,6.31E-06,2.53E-06,9.88E-15,6.31E-06,3.52E-09,1.47E-06,1.61E-05,4.29E-06,2.25E-08,0.02145238,0.008902069,4.287273665,0,4.287273665,0.021494341,0,0.021494341,0,0,0,0.009722765,3.23E-13,0.000928571,5.36E-07,0,0,0,0,0,0,0,1.13E-10,5.34E-05,0.008292141,1.35E-10,7.05E-11,0.005533877
JP: Strom aus Windkraft Sphera,0.016407283,0.016361275,3.57E-05,1.03E-05,8.42E-14,5.24E-05,2.52E-08,1.11E-05,0.000120896,3.46E-05,1.34E-07,0.213018179,0.003733945,9.040465131,0,9.040465131,0.213193254,0,0.213193254,0,0,0,0.000112069,-1.13E-08,0.002065452,6.42E-06,0,0,0,0,0,0,0,5.07E-10,0.001200333,0.066368762,4.29E-10,1.79E-10,0.116426458
"JP: Strom Mix (Energieträger, generisch) Sphera <u-so>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP: Strom Mix 1kv-60kv Sphera,0.579119787,0.578882289,0.00020666,3.08E-05,8.15E-12,0.000736057,3.25E-07,0.000260483,0.002852043,0.000720225,2.51E-08,7.817395329,0.017148153,2.819695099,0,2.819695099,7.818340656,0,7.818340656,0,0,0,0.002658282,5.99E-10,0.01055736,0.000259935,0,0,0,0,0,0,0,6.86E-09,0.048345015,1.557939437,5.93E-11,1.28E-09,1.594308234
JP: Strom Mix Sphera,0.597340209,0.597095239,0.000213162,3.18E-05,8.40E-12,0.000759215,3.35E-07,0.000268678,0.002941775,0.000742885,2.59E-08,8.06334831,0.017687672,2.9084091,0,2.9084091,8.06432338,0,8.06432338,0,0,0,0.002741917,6.17E-10,0.010889519,0.000268114,0,0,0,0,0,0,0,7.08E-09,0.049866059,1.606955744,6.12E-11,1.32E-09,1.644468786
JP: Thermische Energie aus Erdgas Sphera,0.074993189,0.074965926,2.58E-05,1.42E-06,4.51E-15,6.65E-05,2.51E-09,2.83E-05,0.00031257,8.29E-05,7.87E-10,1.202087138,0.000219745,0.003270521,0,0.003270521,1.202143893,0,1.202143893,0,0,0,5.71E-06,8.46E-11,0.000297535,2.44E-07,0,0,0,0,0,0,0,6.54E-10,2.87E-05,0.148778558,7.63E-12,1.18E-10,0.002487396
JP: Thermische Energie aus Heizöl el (LFO) Sphera,0.082759893,0.082746137,1.29E-05,8.34E-07,9.97E-15,0.000117106,1.76E-08,4.23E-05,0.000469554,0.000123414,2.63E-10,1.147101389,8.33E-05,0.003746337,0,0.003746337,1.147263401,0,1.147263401,0,0,0,4.88E-06,1.88E-12,0.000168804,3.99E-07,0,0,0,0,0,0,0,5.42E-10,6.41E-05,0.556464731,1.51E-11,1.93E-10,0.002542152
JP: Thermische Energie aus Heizöl s (HFO) Sphera,0.08176189,0.081748026,1.30E-05,8.47E-07,9.89E-15,0.000140968,1.42E-08,4.29E-05,0.000470486,0.000123906,2.65E-10,1.156079773,0.000153202,0.003730489,0,0.003730489,1.156243296,0,1.156243296,0,0,0,6.48E-06,1.73E-12,0.000194104,3.99E-07,0,0,0,0,0,0,0,9.25E-10,6.48E-05,0.594239542,1.55E-11,2.61E-10,0.002546753
JP: Thermische Energie aus Steinkohle Sphera,0.102880378,0.102895414,-2.17E-05,6.70E-06,5.81E-15,0.000137815,3.95E-09,4.42E-05,0.000484334,0.000120974,1.79E-10,1.058985852,0.000562978,0.003914025,0,0.003914025,1.059135994,0,1.059135994,0,0,0,2.41E-05,8.92E-13,0.000835093,3.13E-07,0,0,0,0,0,0,0,1.33E-09,3.12E-05,0.133272644,3.29E-12,1.23E-10,0.011429111
JP: Wachse / Paraffine ab Raffinerie Sphera,0.989968267,0.98937129,0.000558084,3.89E-05,1.67E-12,0.003730722,2.86E-06,0.000826752,0.009193007,0.003044372,1.45E-08,48.43821919,0.010062323,0.587710681,0,0.587710681,48.44492086,0,48.44492086,0,0,0,0.000701194,2.31E-10,0.003067891,5.61E-05,0,0,0,0,0,0,0,1.92E-08,0.010109771,23.27005036,3.98E-10,9.03E-09,0.348236731
Kalzinierung <u-so>,0,0,0,0,0,0,0,0,0,0,0,0,-0.0038655,0,0,0,0,0,0,0,0,0,-9.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kr_wasser <u-so>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kunststoffverpackung <u-so>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laquering RIBs <u-so>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lifestereo production plant (ostrov) <u-so>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ligna gesamt <u-so>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ligna Plate demontage <u-so>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lincrete abfall from sandblasting <u-so>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lincrete mixture <u-so>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LT: Durchlauferhitzer (Nutzung) Sphera,0.361716944,0.358911231,0.002766492,3.92E-05,1.16E-12,0.00194436,1.39E-06,0.000306683,0.003254188,0.000874473,3.66E-08,6.662311804,0.034840398,3.706252218,0,3.706252218,6.663028601,0,6.663028601,0,0,0,0.004140569,-5.44E-10,0.005577625,0.000669005,0,0,0,0,0,0,0,1.96E-08,0.060636057,0.849243971,1.50E-10,3.38E-09,4.079438442
LT: Elektrische Wärmepumpe Sole-Wasser (0/35) (Nutzung) Sphera,0.082395659,0.081756545,0.00063018,8.93E-06,2.64E-13,0.000442907,3.17E-07,6.99E-05,0.000741273,0.000199197,8.35E-09,1.517610889,0.007936309,4.444248797,0,4.444248797,1.517774169,0,1.517774169,0,0,0,0.000943182,-1.24E-10,0.00127053,0.000152393,0,0,0,0,0,0,0,4.45E-09,0.013812314,0.193449652,3.41E-11,7.69E-10,0.929257048
LT: Elektrische Wärmepumpe Sole-Wasser (0/50) Sphera,0.120975566,0.120037201,0.000925248,1.31E-05,3.87E-13,0.000650288,4.65E-07,0.000102569,0.001088357,0.000292466,1.23E-08,2.228197928,0.011652307,4.839549237,0,4.839549237,2.228437659,0,2.228437659,0,0,0,0.001384806,-1.82E-10,0.001865426,0.000223748,0,0,0,0,0,0,0,6.54E-09,0.020279618,0.284028084,5.01E-11,1.13E-09,1.364360683
LT: Elektrische Wärmepumpe Sole-Wasser (5/55) (Nutzung) Sphera,0.153922104,0.152728184,0.001177231,1.67E-05,4.93E-13,0.000827387,5.92E-07,0.000130503,0.001384761,0.000372116,1.56E-08,2.835026299,0.014825701,5.177128603,0,5.177128603,2.83533132,0,2.83533132,0,0,0,0.001761944,-2.32E-10,0.002373457,0.000284683,0,0,0,0,0,0,0,8.32E-09,0.025802577,0.361380413,6.37E-11,1.44E-09,1.735931252
LT: Elektrische Wärmepumpe Wasser-Wasser (10/35) (Nutzung) Sphera,0.066067022,0.065554563,0.000505295,7.16E-06,2.12E-13,0.000355134,2.54E-07,5.60E-05,0.000594372,0.000159721,6.69E-09,1.216860603,0.006363543,4.276941044,0,4.276941044,1.216991525,0,1.216991525,0,0,0,0.000756268,-9.95E-11,0.001018744,0.000122193,0,0,0,0,0,0,0,3.57E-09,0.011075079,0.155113054,2.73E-11,6.17E-10,0.745102912
LT: Elektrische Wärmepumpe Wasser-Wasser (10/50) (Nutzung) Sphera,0.096457852,0.095709662,0.000737731,1.05E-05,3.09E-13,0.000518496,3.71E-07,8.18E-05,0.000867784,0.000233193,9.77E-09,1.776616481,0.009290773,4.588333925,0,4.588333925,1.776807627,0,1.776807627,0,0,0,0.001104152,-1.45E-10,0.001487367,0.000178401,0,0,0,0,0,0,0,5.21E-09,0.016169615,0.226465059,3.99E-11,9.01E-10,1.087850251
LT: Elektrische Wärmepumpe Wasser-Wasser (7/55) (Nutzung) Sphera,0.120572315,0.119637077,0.000922164,1.31E-05,3.86E-13,0.00064812,4.63E-07,0.000102228,0.001084729,0.000291491,1.22E-08,2.220770601,0.011613466,4.835417406,0,4.835417406,2.221009534,0,2.221009534,0,0,0,0.00138019,-1.81E-10,0.001859208,0.000223002,0,0,0,0,0,0,0,6.52E-09,0.020212019,0.283081324,4.99E-11,1.13E-09,1.359812814
LT: Erdgas Mix Sphera,0.47427203,0.469235346,0.004927018,0.000109667,4.84E-14,0.000965489,2.05E-07,0.000410932,0.004490786,0.001225059,3.05E-08,53.38994707,0.003048486,0.244900062,0,0.244900062,53.39166404,0,53.39166404,0,0,0,0.000370822,8.64E-09,0.008968813,1.46E-05,0,0,0,0,0,0,0,1.08E-08,0.001640076,0.430739127,1.58E-10,1.61E-08,0.127474914
LT: Erdöl Mix Sphera,0.201843658,0.193313241,0.008429507,0.00010091,2.85E-14,0.000656087,2.61E-07,0.000165928,0.001794705,0.000697654,3.36E-08,44.29683328,0.001652241,0.038261904,0,0.038261904,44.2976449,0,44.2976449,0,0,0,8.84E-05,1.80E-11,0.009530852,1.23E-05,0,0,0,0,0,0,0,5.22E-09,0.000883461,60.23010269,1.12E-09,4.01E-08,0.071490764
LT: Fahrstuhl durchschnittliche Auslastung (200.000 Fahrten/a) Sphera,1157.49422,1148.515941,8.852774547,0.125504862,3.71E-09,6.221952416,0.004448621,0.981384549,10.41340241,2.798314534,0.000117231,21319.39777,111.4892732,11860.0071,0,11860.0071,21321.69152,0,21321.69152,0,0,0,13.24982191,-1.74E-06,17.84839992,2.140816735,0,0,0,0,0,0,0,6.26E-05,194.0353815,2717.580706,4.79E-07,1.08E-05,13054.20301
LT: Fahrstuhl geringe Auslastung (100.000 Fahrten/a) Sphera,687.2621932,681.9313398,5.256334887,0.074518512,2.20E-09,3.694284247,0.002641369,0.582697076,6.182957682,1.661499255,6.96E-05,12658.39243,66.19675596,7041.879215,0,7041.879215,12659.75434,0,12659.75434,0,0,0,7.867081758,-1.03E-06,10.59748745,1.271109936,0,0,0,0,0,0,0,3.71E-05,115.2085078,1613.563544,2.84E-07,6.42E-06,7750.933039
LT: Fahrstuhl hohe Auslastung (400.000 Fahrten/a) Sphera,2097.958274,2081.685142,16.04565387,0.227477562,6.72E-09,11.27728875,0.008063125,1.778759494,18.87429187,5.071945093,0.000212482,38641.40846,202.0743077,21496.26287,0,21496.26287,38645.56589,0,38645.56589,0,0,0,24.01530221,-3.16E-06,32.35022486,3.880230332,0,0,0,0,0,0,0,0.000113403,351.689129,4925.61503,8.68E-07,1.96E-05,23660.74296
LT: Flachkollektor (große Anlage > 500m2) Sphera,5.653294164,5.609443531,0.043237658,0.000612976,1.81E-11,0.030388512,2.17E-05,0.00479316,0.050859889,0.013667192,5.73E-07,104.1256405,0.54452251,4377.925221,0,4377.925221,104.1368433,0,104.1368433,0,0,0,0.064713188,-8.51E-09,0.08717301,0.01045592,0,0,0,0,0,0,0,3.06E-07,0.947684292,13.27288109,2.34E-09,5.28E-08,63.75776952
LT: Gas Brennwertgerät < 20 kW (Nutzung) Sphera,0.2488696,0.248420071,0.000440238,9.29E-06,3.01E-14,0.000134008,4.74E-08,4.55E-05,0.000495405,0.000133544,3.17E-09,4.240087924,0.001026015,0.103065754,0,0.103065754,4.240235713,0,4.240235713,0,0,0,0.000122589,6.49E-10,0.000813702,1.63E-05,0,0,0,0,0,0,0,1.32E-09,0.001504973,0.05232242,1.60E-11,1.34E-09,0.102562917
