Materials
AT: Hintermauerung - Initiative Ziegel (A1-A3) Sphera-EPD <p-agg>
AT: Hintermauerziegel - Initiative Ziegel (A1-A3) Sphera-EPD
AT: Hochdruck-Schichtstoffplatte - Fundermax (A1-A3) ts-EPD
AT: Hochdruck-Schichtstoffplatte - Fundermax (C4) ts-EPD
AT: Hochdruck-Schichtstoffplatte - Fundermax (D) ts-EPD
AT: Homogene Trägerplatte - Fundermax (A1-A3) ts-EPD
AT: Homogene Trägerplatte - Fundermax (D) ts-EPD
AT: KLH A1-A3 - 320 mm ts-EPD
AT: KLH A1-A3 - 57 mm ts-EPD
AT: KLH D - 320 mm ts-EPD
AT: KLH D - 57 mm ts-EPD
AT: Laminierte Spanplatte Eurodekor - Egger (A1-A3) Sphera-EPD <p-agg>
"AT: Nutzung - Multisplit Klimagerät < 12 kW (SEER 3,2) Sphera"
"AT: Nutzung - Raumklimagerät > 12 kW (SEER 4,7) Sphera"
"AT: Nutzung - Split Klimagerät < 12 kW (SEER 3,5) Sphera"
AT: Offene Mietenkompostierung (fertiger Kompost) BOKU/Sphera
AT: Offene Mietenkompostierung (inkl. Kompostanwendung und Gutschrift) BOKU/Sphera
AT: Offene Mietenkompostierung (inkl. Kompostanwendung) BOKU/Sphera
AT: Öl-Brennwertgerät  < 20 kW (Nutzung) Sphera
AT: Öl-Brennwertgerät 120-400 kW (Nutzung) Sphera
AT: Öl-Brennwertgerät 20-120 kW (Nutzung) Sphera
AT: Öl-Niedertemperaturkessel < 20 kW (Nutzung) Sphera
AT: Öl-Niedertemperaturkessel 120-400 kW (Nutzung) Sphera
AT: Öl-Niedertemperaturkessel 20-120 kW (Nutzung) Sphera
AT: Pelletkessel < 20 kW (EN15804 B6) Sphera
AT: Pelletkessel 20-120 kW (EN15804 B6) Sphera
AT: Prozessdampf aus Biogas 85% Sphera
AT: Prozessdampf aus Biogas 90% Sphera
AT: Prozessdampf aus Biogas 95% Sphera
AT: Prozessdampf aus Biomasse (fest) 85 % Sphera
AT: Prozessdampf aus Biomasse (fest) 90 % Sphera
AT: Prozessdampf aus Biomasse (fest) 95 % Sphera
AT: Prozessdampf aus Erdgas 85 % Sphera
AT: Prozessdampf aus Erdgas 90 % Sphera
AT: Prozessdampf aus Erdgas 95 % Sphera
AT: Prozessdampf aus Leichtöl (HFO) 85 % Sphera
AT: Prozessdampf aus Leichtöl (HFO) 90 % Sphera
AT: Prozessdampf aus Leichtöl (HFO) 95 % Sphera
AT: Prozessdampf aus Schweröl (HFO) 85 % Sphera
AT: Prozessdampf aus Schweröl (HFO) 90 % Sphera
AT: Prozessdampf aus Schweröl (HFO) 95 % Sphera
AT: Prozessdampf aus Steinkohle 85 % Sphera
AT: Prozessdampf aus Steinkohle 90 % Sphera
AT: Prozessdampf aus Steinkohle 95 % Sphera
AT: Pulverbeschichtetes Aluminiumprofil - Hydro Aluminium Nenzing (A1-A3) ts-EPD
AT: Pulverbeschichtetes Aluminiumprofil (mechanisch bearbeitet) - Hydro Aluminium Nenzing (A1-A3) ts-EPD
AT: Pulverbeschichtetes Aluminiumprofil (wärmegedämmt) - Hydro Aluminium Nenzing (A1-A3) ts-EPD
AT: Rohspanplatte EUROSPAN - Egger (A1-A3) Sphera-EPD <p-agg>
AT: Sandwichpaneele (Dach) mit Mineralwolle gefüllt BRUCHAPaneel DP-F REP - Brucha (A1-A3) Sphera-EPD
AT: Sandwichpaneele (Fassade) BRUCHAPaneel FP PU REP- Brucha (A1-A3) Sphera-EPD <p-agg>
AT: Sandwichpaneele (Fassade) mit Mineralwolle gefüllt BRUCHAPaneel FP-F REP - Brucha (A1-A3) Sphera-EPD <p-agg>
AT: Sandwichpaneele (roof) BRUCHAPaneel DP PU REP - Brucha (A1-A3) Sphera-EPD <p-agg>
AT: Sandwichpaneele (wall) BRUCHAPaneel WP PU REP - Brucha (A1-A3) Sphera-EPD <p-agg>
AT: Sandwichpaneele (Wand) mit Mineralwolle gefüllt BRUCHAPaneel WP-F REP - Brucha (A1-A3) Sphera-EPD
AT: Star Favorit holzbasierte Paneelel - Fundermax (A1-A3) ts-EPD
AT: Star Favorit holzbasierte Paneelel - Fundermax (D) ts-EPD
AT: Steinkohle Mix Sphera
AT: Strom aus Abfall Sphera
AT: Strom aus Biogas Sphera
AT: Strom aus Biomasse (fest) Sphera
AT: Strom aus Erdgas Sphera
AT: Strom aus Kohlegas Sphera
AT: Strom aus Photovoltaik Sphera
AT: Strom aus Schweröl (HFO) Sphera
AT: Strom aus Steinkohle Sphera
AT: Strom aus Wasserkraft Sphera
AT: Strom aus Windkraft Sphera
"AT: Strom Mix (Energieträger, generisch) Sphera <u-so>"
AT: Strom Mix 1kv-60kv Sphera
AT: Strom Mix Sphera
AT: Talkum (Untertage Alpen) Sphera
AT: Thermische Energie aus Biogas Sphera
AT: Thermische Energie aus Biomasse (fest) Sphera
AT: Thermische Energie aus Erdgas Sphera
AT: Thermische Energie aus Heizöl el (LFO) Sphera
AT: Thermische Energie aus Heizöl s (HFO) Sphera
AT: Thermische Energie aus Steinkohle Sphera
AT: Tondachziegel - Initiative Ziegel (A1-A3) Sphera-EPD <p-agg>
AT: Umwälzpumpe (für 20 kW Heizung) Sphera
AT: Umwälzpumpe (für 260 kW Heizung) Sphera
AT: Umwälzpumpe (für 70 kW Heizung) Sphera
AT: Vakuumröhrenkollektor (groß > 500m2) Sphera
AT: Walzblankes Aluminiumprofil - Hydro Aluminium Nenzing (A1-A3) ts-EPD
AT: Walzblankes Aluminiumprofil (mechanisch bearbeitet) - Hydro Aluminium Nenzing (A1-A3) ts-EPD
AT: Walzblankes Aluminiumprofil (wärmegedämmt) - Hydro Aluminium Nenzing (A1-A3) ts-EPD
AU: Aromate (BTX) ab Raffinerie Sphera
AU: Benzin Mix (Normal) ab Raffinerie Sphera
AU: Benzin Mix (Normal) ab Tankstelle (Western Australia) Sphera
AU: Benzin Mix (Normal) ab Tankstelle Sphera
AU: Benzin Mix (Super) ab Raffinerie Sphera
AU: Benzin Mix (Super) ab Tankstelle (Western Australia) Sphera
AU: Benzin Mix (Super) ab Tankstelle Sphera
AU: Bitumen ab Raffinerie Sphera
AU: Braunkohle Mix Sphera
AU: Bunkeröl ab Raffinerie Sphera
AU: Butan ab Raffinerie Sphera
AU: Buten ab Raffinerie Sphera
"AU: Deponie von Laubholz, fällfrisch, sägerau, unbehandelt (NGA) (EN 15804 C4) FWPA"
"AU: Deponie von Laubholz, fällfrisch, sägerau, unbehandelt (NGA) (EN 15804 D) FWPA"
"AU: Deponie von Laubholz, fällfrisch, sägerau, unbehandelt (typisch) (EN 15804 C4) FWPA"
"AU: Deponie von Laubholz, fällfrisch, sägerau, unbehandelt (typisch) (EN 15804 D) FWPA"
"AU: Deponie von Laubholz, künstlich getrocknet, gehobelt, unbehandelt (NGA) (EN 15804 C4) FWPA"
"AU: Deponie von Laubholz, künstlich getrocknet, gehobelt, unbehandelt (NGA) (EN 15804 D) FWPA"
"AU: Deponie von Laubholz, künstlich getrocknet, gehobelt, unbehandelt (typisch) (EN 15804 C4) FWPA"
"AU: Deponie von Laubholz, künstlich getrocknet, gehobelt, unbehandelt (typisch) (EN 15804 D) FWPA"
"AU: Deponie von Laubholz, künstlich getrocknet, sägerau, unbehandelt (NGA) (EN 15804 C4) FWPA"
"AU: Deponie von Laubholz, künstlich getrocknet, sägerau, unbehandelt (NGA) (EN 15804 D) FWPA"
"AU: Deponie von Laubholz, künstlich getrocknet, sägerau, unbehandelt (typisch) (EN 15804 C4) FWPA"
"AU: Deponie von Laubholz, künstlich getrocknet, sägerau, unbehandelt (typisch) (EN 15804 D) FWPA"
"AU: Deponie von MDF, feuchtigkeitsbeständig, E1, melaminbeschichtet, 18 mm (NGA) (EN 15804 C4) FWPA"
"AU: Deponie von MDF, feuchtigkeitsbeständig, E1, melaminbeschichtet, 18 mm (NGA) (EN 15804 D) FWPA"
"AU: Deponie von MDF, feuchtigkeitsbeständig, E1, melaminbeschichtet, 18 mm (typisch) (EN 15804 C4) FWPA"
"AU: Deponie von MDF, feuchtigkeitsbeständig, E1, melaminbeschichtet, 18 mm (typisch) (EN 15804 D) FWPA"
"AU: Deponie von MDF, feuchtigkeitsbeständig, E1, melaminbeschichtet, 25 mm (NGA) (EN 15804 C4) FWPA"
"AU: Deponie von MDF, feuchtigkeitsbeständig, E1, melaminbeschichtet, 25 mm (NGA) (EN 15804 D) FWPA"
"AU: Deponie von MDF, feuchtigkeitsbeständig, E1, melaminbeschichtet, 25 mm (typisch) (EN 15804 C4) FWPA"
"AU: Deponie von MDF, feuchtigkeitsbeständig, E1, melaminbeschichtet, 25 mm (typisch) (EN 15804 D) FWPA"
"AU: Deponie von MDF, Standard, E1, melaminbeschichtet, 18 mm (NGA) (EN 15804 C4) FWPA"
"AU: Deponie von MDF, Standard, E1, melaminbeschichtet, 18 mm (NGA) (EN 15804 D) FWPA"
"AU: Deponie von MDF, Standard, E1, melaminbeschichtet, 18 mm (typisch) (EN 15804 C4) FWPA"
"AU: Deponie von MDF, Standard, E1, melaminbeschichtet, 18 mm (typisch) (EN 15804 D) FWPA"
"AU: Deponie von MDF, Standard, E1, melaminbeschichtet, 25 mm (NGA) (EN 15804 C4) FWPA"
"AU: Deponie von MDF, Standard, E1, melaminbeschichtet, 25 mm (NGA) (EN 15804 D) FWPA"
"AU: Deponie von MDF, Standard, E1, melaminbeschichtet, 25 mm (typisch) (EN 15804 C4) FWPA"
"AU: Deponie von MDF, Standard, E1, melaminbeschichtet, 25 mm (typisch) (EN 15804 D) FWPA"
"AU: Deponie von Nadelholz, künstlich getrocknet, gehobelt, unbehandelt (NGA) (EN 15804 C4) FWPA"
"AU: Deponie von Nadelholz, künstlich getrocknet, gehobelt, unbehandelt (NGA) (EN 15804 D) FWPA"
"AU: Deponie von Nadelholz, künstlich getrocknet, gehobelt, unbehandelt (typisch) (EN 15804 C4) FWPA"
"AU: Deponie von Nadelholz, künstlich getrocknet, gehobelt, unbehandelt (typisch) (EN 15804 D) FWPA"
"AU: Deponie von Nadelholz, künstlich getrocknet, sägerau, unbehandelt (NGA) (EN 15804 C4) FWPA"
"AU: Deponie von Nadelholz, künstlich getrocknet, sägerau, unbehandelt (NGA) (EN 15804 D) FWPA"
"AU: Deponie von Nadelholz, künstlich getrocknet, sägerau, unbehandelt (typisch) (EN 15804 C4) FWPA"
"AU: Deponie von Nadelholz, künstlich getrocknet, sägerau, unbehandelt (typisch) (EN 15804 D) FWPA"
"AU: Deponie von Spanplatte, Bodenbelag (Nut & Feder), 19 mm (NGA) (EN 15804 C4) FWPA"
"AU: Deponie von Spanplatte, Bodenbelag (Nut & Feder), 19 mm (NGA) (EN 15804 D) FWPA"
"AU: Deponie von Spanplatte, Bodenbelag (Nut & Feder), 19 mm (typisch) (EN 15804 C4) FWPA"
"AU: Deponie von Spanplatte, Bodenbelag (Nut & Feder), 19 mm (typisch) (EN 15804 D) FWPA"
"AU: Deponie von Spanplatte, Bodenbelag (Nut & Feder), 22 mm (NGA) (EN 15804 C4) FWPA"
"AU: Deponie von Spanplatte, Bodenbelag (Nut & Feder), 22 mm (NGA) (EN 15804 D) FWPA"
"AU: Deponie von Spanplatte, Bodenbelag (Nut & Feder), 22 mm (typisch) (EN 15804 C4) FWPA"
"AU: Deponie von Spanplatte, Bodenbelag (Nut & Feder), 22 mm (typisch) (EN 15804 D) FWPA"
"AU: Deponie von Spanplatte, Bodenbelag (Nut & Feder), 25 mm (NGA) (EN 15804 C4) FWPA"
"AU: Deponie von Spanplatte, Bodenbelag (Nut & Feder), 25 mm (NGA) (EN 15804 D) FWPA"
"AU: Deponie von Spanplatte, Bodenbelag (Nut & Feder), 25 mm (typisch) (EN 15804 C4) FWPA"
"AU: Deponie von Spanplatte, Bodenbelag (Nut & Feder), 25 mm (typisch) (EN 15804 D) FWPA"
"AU: Deponie von Spanplatte, feuchtigkeitsbeständig, E1, melaminbeschichtet, 16 mm (NGA) (EN 15804 C4) FWPA"
"AU: Deponie von Spanplatte, feuchtigkeitsbeständig, E1, melaminbeschichtet, 18 mm (NGA) (EN 15804 C4) FWPA"
"AU: Deponie von Spanplatte, feuchtigkeitsbeständig, E1, melaminbeschichtet, 18 mm (NGA) (EN 15804 D) FWPA"
"AU: Deponie von Spanplatte, Standard, E1, melaminbeschichtet, 16 mm (NGA) (EN 15804 C4) FWPA"
"AU: Deponie von Spanplatte, Standard, E1, melaminbeschichtet, 16 mm (NGA) (EN 15804 D) FWPA"
"AU: Deponie von Spanplatte, Standard, E1, melaminbeschichtet, 16 mm (typisch) (EN 15804 C4) FWPA"
"AU: Deponie von Spanplatte, Standard, E1, melaminbeschichtet, 16 mm (typisch) (EN 15804 D) FWPA"
"AU: Deponie von Spanplatte, Standard, E1, melaminbeschichtet, 18 mm (NGA) (EN 15804 C4) FWPA"
"AU: Deponie von Spanplatte, Standard, E1, melaminbeschichtet, 18 mm (NGA) (EN 15804 D) FWPA"
"AU: Deponie von Spanplatte, Standard, E1, melaminbeschichtet, 18 mm (typisch) (EN 15804 C4) FWPA"
"AU: Deponie von Spanplatte, Standard, E1, melaminbeschichtet, 18 mm (typisch) (EN 15804 D) FWPA"
"AU: Deponie von Sperrholz, Außenseite, A-Bindung, 7 mm (Verstrebungen) (NGA) (EN 15804 C4) FWPA"
"AU: Deponie von Sperrholz, Außenseite, A-Bindung, 7 mm (Verstrebungen) (NGA) (EN 15804 D) FWPA"
"AU: Deponie von Sperrholz, Außenseite, A-Bindung, 7 mm (Verstrebungen) (typisch) (EN 15804 C4) FWPA"
"AU: Deponie von Sperrholz, Außenseite, A-Bindung, 7 mm (Verstrebungen) (typisch) (EN 15804 D) FWPA"
"AU: Deponie von Sperrholz, Außenseite, A-Bindung, 9 mm (strukturell) (NGA) (EN 15804 C4) FWPA"
"AU: Deponie von Sperrholz, Außenseite, A-Bindung, 9 mm (strukturell) (NGA) (EN 15804 D) FWPA"
"AU: Deponie von Sperrholz, Außenseite, A-Bindung, 9 mm (strukturell) (typisch) (EN 15804 C4) FWPA"
"AU: Deponie von Sperrholz, Außenseite, A-Bindung, 9 mm (strukturell) (typisch) (EN 15804 D) FWPA"
"AU: Deponie von Sperrholz, Formply, A-Bindung, 17 mm (Schalung) (NGA) (EN 15804 C4) FWPA"
"AU: Deponie von Sperrholz, Formply, A-Bindung, 17 mm (Schalung) (NGA) (EN 15804 D) FWPA"
"AU: Deponie von Sperrholz, Formply, A-Bindung, 17 mm (Schalung) (typisch) (EN 15804 C4) FWPA"
"AU: Deponie von Sperrholz, Formply, A-Bindung, 17 mm (Schalung) (typisch) (EN 15804 D) FWPA"
"AU: Deponie von Sperrholz, Fußbodenbelag (Nut & Feder), A-Bindung, 25mm (gewerblich) (NGA) (EN 15804 D) FWPA"
"AU: Deponierung von Laub-Brettschichtholz, unbehandelt (NGA) (EN 15804 C4) FWPA"
"AU: Deponierung von Laub-Brettschichtholz, unbehandelt (NGA) (EN 15804 D) FWPA"
"AU: Deponierung von Laub-Brettschichtholz, unbehandelt (typisch) (EN 15804 C4) FWPA"
"AU: Deponierung von Laub-Brettschichtholz, unbehandelt (typisch) (EN 15804 D) FWPA"
"AU: Deponierung von MDF, feuchtigkeitsbeständig, E1, melaminbeschichtet, 16 mm (NGA) (EN 15804 C4) FWPA"
"AU: Deponierung von MDF, feuchtigkeitsbeständig, E1, melaminbeschichtet, 16 mm (NGA) (EN 15804 D) FWPA"
"AU: Deponierung von MDF, feuchtigkeitsbeständig, E1, melaminbeschichtet, 16 mm (typisch) (EN 15804 C4) FWPA"
"AU: Deponierung von MDF, feuchtigkeitsbeständig, E1, melaminbeschichtet, 16 mm (typisch) (EN 15804 D) FWPA"
"AU: Deponierung von MDF, standard, E1, melaminbeschichtet, 16 mm (NGA) (EN 15804 C4) FWPA"
"AU: Deponierung von MDF, standard, E1, melaminbeschichtet, 16 mm (NGA) (EN 15804 D) FWPA"
"AU: Deponierung von MDF, standard, E1, melaminbeschichtet, 16 mm (typisch) (EN 15804 C4) FWPA"
"AU: Deponierung von MDF, standard, E1, melaminbeschichtet, 16 mm (typisch) (EN 15804 D) FWPA"
"AU: Deponierung von Nadel-Brettschichtholz, unbehandelt (NGA) (EN 15804 C4) FWPA"
"AU: Deponierung von Nadel-Brettschichtholz, unbehandelt (NGA) (EN 15804 D) FWPA"
"AU: Deponierung von Nadel-Brettschichtholz, unbehandelt (typisch) (EN 15804 C4) FWPA"
"AU: Deponierung von Nadel-Brettschichtholz, unbehandelt (typisch) (EN 15804 D) FWPA"
"AU: Deponierung von Spanplatte, feuchtigkeitsbest., E1, melaminbeschichtet, 16 mm (typisch) (EN 15804 D, FWPA"
"AU: Deponierung von Spanplatte, feuchtigkeitsbest., E1, melaminbeschichtet, 16 mm (typisch)(EN 15804 C4, FWPA"
"AU: Deponierung von Spanplatte, feuchtigkeitsbest., E1, melaminbeschichtet, 18 mm (typisch) (EN 1580 C4, FWPA"
"AU: Deponierung von Spanplatte, feuchtigkeitsbest., E1, melaminbeschichtet, 18 mm (typisch) (EN 15804 D, FWPA"
"AU: Deponierung von Spanplatten, MR, E1, melaminbeschichtet, 16 mm (NGA) (EN 15804 D)   FWPA"
"AU: Deponierung von Sperrholz, formply, B-bond, 17 mm (formwork) (NGA) (EN 15804 C4) FWPA"
"AU: Deponierung von Sperrholz, formply, B-bond, 17 mm (formwork) (NGA) (EN 15804 D) FWPA"
"AU: Deponierung von Sperrholz, formply, B-bond, 17 mm (formwork) (typisch) (EN 15804 C4) FWPA"
"AU: Deponierung von Sperrholz, formply, B-bond, 17 mm (formwork) (typisch) (EN 15804 D) FWPA"
"AU: Deponierung von Sperrholz, Fußbodenbelag (Nut & Feder), A-Bindung, 15 mm (NGA) (EN 15804 C4, Cop FWPA"
"AU: Deponierung von Sperrholz, Fußbodenbelag (Nut & Feder), A-Bindung, 15 mm (NGA) (EN 15804 D FWPA"
"AU: Deponierung von Sperrholz, Fußbodenbelag (Nut & Feder), A-Bindung, 15 mm (typisch) (EN 15804 C4, FWPA"
"AU: Deponierung von Sperrholz, Fußbodenbelag (Nut & Feder), A-Bindung, 15 mm (typisch) (EN 15804 D,  FWPA"
"AU: Deponierung von Sperrholz, Fußbodenbelag (Nut & Feder), A-Bindung, 25 mm (NGA) (EN 15804 C4 FWPA"
"AU: Deponierung von Sperrholz, Fußbodenbelag (Nut & Feder), A-Bindung, 25 mm (typisch) (EN 15804 C4,  FWPA"
"AU: Deponierung von Sperrholz, Fußbodenbelag (Nut & Feder), A-Bindung, 25 mm (typisch) (EN 15804 D, C FWPA"
AU: Diesel Mix ab Tankstelle (Western Australia) Sphera
AU: Diesel Mix ab Tankstelle Sphera
"AU: Diesel Mix, ab Raffinerie Sphera"
"AU: Energierückgewinnung aus Laub-Brettschichtholz, unbehandelt (EN15804 C3) FWPA"
"AU: Energierückgewinnung aus Laub-Brettschichtholz, unbehandelt (EN15804 D) FWPA"
"AU: Energierückgewinnung aus Laubholz, fällfrisch, sägerau, unbehandelt (EN 15804 C3) FWPA"
"AU: Energierückgewinnung aus Laubholz, fällfrisch, sägerau, unbehandelt (EN 15804 D) FWPA"
"AU: Energierückgewinnung aus Laubholz, künstlich getrocknet, gehobelt, unbehandelt (EN 15804 C3) FWPA"
"AU: Energierückgewinnung aus Laubholz, künstlich getrocknet, gehobelt, unbehandelt (EN 15804 D) FWPA"
"AU: Energierückgewinnung aus Laubholz, künstlich getrocknet, sägerau, unbehandelt (EN 15804 C3) FWPA"
"AU: Energierückgewinnung aus Laubholz, künstlich getrocknett, sägerau, unbehandelt (EN 15804 D) FWPA"
"AU: Energierückgewinnung aus MDF, feuchtigkeitsbeständig, E1, melaminbeschichtet, 16 mm (EN 15804 C3) FWPA"
"AU: Energierückgewinnung aus MDF, feuchtigkeitsbeständig, E1, melaminbeschichtet, 16 mm (EN 15804 D) FWPA"
"AU: Energierückgewinnung aus MDF, feuchtigkeitsbeständig, E1, melaminbeschichtet, 18 mm (EN 15804 C3) FWPA"
"AU: Energierückgewinnung aus MDF, feuchtigkeitsbeständig, E1, melaminbeschichtet, 18 mm (EN 15804 D) FWPA"
"AU: Energierückgewinnung aus MDF, feuchtigkeitsbeständig, E1, melaminbeschichtet, 25 mm (EN 15804 C3) FWPA"
"AU: Energierückgewinnung aus MDF, feuchtigkeitsbeständig, E1, melaminbeschichtet, 25 mm (EN 15804 D) FWPA"
"AU: Energierückgewinnung aus MDF, Standard, E1, melaminbeschichtet, 16 mm (EN 15804 C3) FWPA"
"AU: Energierückgewinnung aus MDF, Standard, E1, melaminbeschichtet, 16 mm (EN 15804 D) FWPA"
"AU: Energierückgewinnung aus MDF, Standard, E1, melaminbeschichtet, 18 mm (EN 15804 C3) FWPA"
"AU: Energierückgewinnung aus MDF, Standard, E1, melaminbeschichtet, 18 mm (EN 15804 D) FWPA"
"AU: Energierückgewinnung aus MDF, Standard, E1, melaminbeschichtet, 25 mm (EN 15804 C3) FWPA"
"AU: Energierückgewinnung aus MDF, Standard, E1, melaminbeschichtet, 25 mm (EN 15804 D) FWPA"
"AU: Energierückgewinnung aus Nadel-Brettschichtholz, unbehandelt (EN15804 C3) FWPA"
"AU: Energierückgewinnung aus Nadel-Brettschichtholz, unbehandelt (EN15804 D) FWPA"
"AU: Energierückgewinnung aus Nadelholz, künstlich getrocknet, gehobelt, unbehandelt (EN 15804 C3) FWPA"
"AU: Energierückgewinnung aus Nadelholz, künstlich getrocknet, gehobelt, unbehandelt (EN 15804 D) FWPA"
"AU: Energierückgewinnung aus Nadelholz, künstlich getrocknet, sägerau, unbehandelt (EN 15804 C3) FWPA"
"AU: Energierückgewinnung aus Nadelholz, künstlich getrocknet, sägerau, unbehandelt (EN 15804 D) FWPA"
"AU: Energierückgewinnung aus Spanplatten, Bodenbelag (Nut & Feder), 19 mm (EN 15804 C3) FWPA"
"AU: Energierückgewinnung aus Spanplatten, Bodenbelag (Nut & Feder), 19 mm (EN 15804 D) FWPA"
"AU: Energierückgewinnung aus Spanplatten, Bodenbelag (Nut & Feder), 22 mm (EN 15804 C3) FWPA"
"AU: Energierückgewinnung aus Spanplatten, Bodenbelag (Nut & Feder), 22 mm (EN 15804 D) FWPA"
"AU: Energierückgewinnung aus Spanplatten, Bodenbelag (Nut & Feder), 25 mm (EN 15804 C3) FWPA"
"AU: Energierückgewinnung aus Spanplatten, Bodenbelag (Nut & Feder), 25 mm (EN 15804 D) FWPA"
